Date,Open,High,Low,Close,Adj Close,Volume
1/28/1981,0.555804,0.555804,0.553571,0.553571,0.442653,7039200
1/29/1981,0.535714,0.535714,0.533482,0.533482,0.426589,10976000
1/30/1981,0.508929,0.508929,0.504464,0.504464,0.403385,11547200
2/2/1981,0.477679,0.477679,0.475446,0.475446,0.380182,5941600
2/3/1981,0.493304,0.495536,0.493304,0.493304,0.394461,4788000
2/4/1981,0.511161,0.513393,0.511161,0.511161,0.40874,6966400
2/5/1981,0.511161,0.515625,0.511161,0.511161,0.40874,1982400
2/6/1981,0.513393,0.515625,0.513393,0.513393,0.410525,3466400
2/9/1981,0.491071,0.491071,0.486607,0.486607,0.389106,4188800
2/10/1981,0.486607,0.488839,0.486607,0.486607,0.389106,4586400
2/11/1981,0.473214,0.473214,0.470982,0.470982,0.376612,3460800
2/12/1981,0.46875,0.46875,0.466518,0.466518,0.373042,3640000
2/13/1981,0.459821,0.459821,0.455357,0.455357,0.364118,2788800
2/17/1981,0.466518,0.46875,0.466518,0.466518,0.373042,3068800
2/18/1981,0.486607,0.491071,0.486607,0.486607,0.389106,4810400
2/19/1981,0.459821,0.459821,0.457589,0.457589,0.365903,5577600
2/20/1981,0.435268,0.435268,0.433036,0.433036,0.346269,6092800
2/23/1981,0.439732,0.441964,0.439732,0.439732,0.351624,3528000
2/24/1981,0.428571,0.428571,0.424107,0.424107,0.339129,4244800
2/25/1981,0.450893,0.453125,0.450893,0.450893,0.360548,4872000
2/26/1981,0.457589,0.459821,0.457589,0.457589,0.365903,2710400
2/27/1981,0.473214,0.477679,0.473214,0.473214,0.378397,3690400
3/2/1981,0.475446,0.477679,0.475446,0.475446,0.380182,2940000
3/3/1981,0.470982,0.470982,0.46875,0.46875,0.374827,4043200
3/4/1981,0.466518,0.466518,0.464286,0.464286,0.371257,3427200
3/5/1981,0.464286,0.464286,0.462054,0.462054,0.369472,1344000
3/6/1981,0.462054,0.462054,0.457589,0.457589,0.365903,2900800
3/9/1981,0.424107,0.424107,0.421875,0.421875,0.337344,3830400
3/10/1981,0.404018,0.404018,0.401786,0.401786,0.32128,7095200
3/11/1981,0.390625,0.390625,0.386161,0.386161,0.308786,7464800
3/12/1981,0.401786,0.404018,0.401786,0.401786,0.32128,14812000
3/13/1981,0.399554,0.399554,0.397321,0.397321,0.317711,57825600
3/16/1981,0.412946,0.417411,0.412946,0.412946,0.330205,9307200
3/17/1981,0.433036,0.4375,0.433036,0.433036,0.346269,10936800
3/18/1981,0.459821,0.464286,0.459821,0.459821,0.367688,9234400
3/19/1981,0.457589,0.457589,0.455357,0.455357,0.364118,9452800
3/20/1981,0.459821,0.464286,0.459821,0.459821,0.367688,3651200
3/23/1981,0.477679,0.482143,0.477679,0.477679,0.381967,5504800
3/24/1981,0.477679,0.477679,0.475446,0.475446,0.380182,7039200
3/25/1981,0.470982,0.470982,0.466518,0.466518,0.373042,1764000
3/26/1981,0.459821,0.459821,0.457589,0.457589,0.365903,3068800
3/27/1981,0.444196,0.444196,0.441964,0.441964,0.353408,3063200
3/30/1981,0.441964,0.446429,0.441964,0.441964,0.353408,2475200
3/31/1981,0.441964,0.441964,0.4375,0.4375,0.349839,3998400
4/1/1981,0.435268,0.435268,0.433036,0.433036,0.346269,8517600
4/2/1981,0.470982,0.473214,0.470982,0.470982,0.376612,7851200
4/3/1981,0.473214,0.475446,0.473214,0.473214,0.378397,4121600
4/6/1981,0.466518,0.466518,0.464286,0.464286,0.371257,5700800
4/7/1981,0.462054,0.462054,0.459821,0.459821,0.367688,2671200
4/8/1981,0.482143,0.486607,0.482143,0.482143,0.385536,5488000
4/9/1981,0.491071,0.493304,0.491071,0.491071,0.392676,3124800
4/10/1981,0.497768,0.5,0.497768,0.497768,0.398031,8366400
4/13/1981,0.497768,0.5,0.497768,0.497768,0.398031,4015200
4/14/1981,0.497768,0.5,0.497768,0.497768,0.398031,1663200
4/15/1981,0.475446,0.475446,0.473214,0.473214,0.378397,8512000
4/16/1981,0.448661,0.448661,0.446429,0.446429,0.356978,5969600
4/20/1981,0.459821,0.462054,0.459821,0.459821,0.367688,8836800
4/21/1981,0.491071,0.493304,0.491071,0.491071,0.392676,7134400
4/22/1981,0.508929,0.511161,0.508929,0.508929,0.406955,4748800
4/23/1981,0.522321,0.524554,0.522321,0.522321,0.417665,14504000
4/24/1981,0.522321,0.522321,0.517857,0.517857,0.414095,8764000
4/27/1981,0.515625,0.515625,0.513393,0.513393,0.410525,9632000
4/28/1981,0.506696,0.506696,0.504464,0.504464,0.403385,8047200
4/29/1981,0.5,0.5,0.497768,0.497768,0.398031,3410400
4/30/1981,0.506696,0.511161,0.506696,0.506696,0.40517,3152800
5/1/1981,0.506696,0.511161,0.506696,0.506696,0.40517,4138400
5/4/1981,0.506696,0.506696,0.504464,0.504464,0.403385,3612000
5/5/1981,0.504464,0.504464,0.502232,0.502232,0.401601,4384800
5/6/1981,0.491071,0.491071,0.488839,0.488839,0.390891,4737600
5/7/1981,0.495536,0.497768,0.495536,0.495536,0.396246,2340800
5/8/1981,0.5,0.502232,0.5,0.5,0.399816,1976800
5/11/1981,0.491071,0.491071,0.488839,0.488839,0.390891,2984800
5/12/1981,0.488839,0.495536,0.488839,0.488839,0.390891,1064000
5/13/1981,0.488839,0.493304,0.486607,0.486607,0.389106,1226400
5/14/1981,0.484375,0.484375,0.479911,0.479911,0.383752,1232000
5/15/1981,0.491071,0.497768,0.491071,0.491071,0.392676,1226400
5/18/1981,0.5,0.504464,0.5,0.5,0.399816,1041600
5/19/1981,0.493304,0.493304,0.491071,0.491071,0.392676,6356000
5/20/1981,0.506696,0.511161,0.506696,0.506696,0.40517,3320800
5/21/1981,0.535714,0.537946,0.535714,0.535714,0.428374,8052800
5/22/1981,0.560268,0.564732,0.560268,0.560268,0.448008,7856800
5/26/1981,0.560268,0.560268,0.558036,0.558036,0.446223,21336000
5/27/1981,0.589286,0.591518,0.589286,0.589286,0.471211,37374400
5/28/1981,0.589286,0.591518,0.589286,0.589286,0.471211,18496800
5/29/1981,0.591518,0.59375,0.591518,0.591518,0.472996,14845600
6/1/1981,0.591518,0.59375,0.591518,0.591518,0.472996,12812800
6/2/1981,0.564732,0.564732,0.5625,0.5625,0.449793,10108000
6/3/1981,0.5625,0.566964,0.5625,0.5625,0.449793,9861600
6/4/1981,0.573661,0.575893,0.573661,0.573661,0.458717,14016800
6/5/1981,0.566964,0.566964,0.564732,0.564732,0.451577,14420000
6/8/1981,0.546875,0.546875,0.544643,0.544643,0.435513,23374400
6/9/1981,0.555804,0.558036,0.555804,0.555804,0.444438,29898400
6/10/1981,0.5625,0.569196,0.5625,0.5625,0.449793,6305600
6/11/1981,0.587054,0.589286,0.587054,0.587054,0.469426,9744000
6/12/1981,0.582589,0.582589,0.580357,0.580357,0.464072,6451200
6/15/1981,0.580357,0.580357,0.578125,0.578125,0.462287,35940800
6/16/1981,0.569196,0.569196,0.566964,0.566964,0.453362,9312800
6/17/1981,0.560268,0.560268,0.558036,0.558036,0.446223,6893600
6/18/1981,0.558036,0.560268,0.555804,0.555804,0.444438,5762400
6/19/1981,0.542411,0.542411,0.540179,0.540179,0.431944,6876800
6/22/1981,0.522321,0.522321,0.520089,0.520089,0.41588,2710400
6/23/1981,0.529018,0.533482,0.529018,0.529018,0.423019,3757600
6/24/1981,0.520089,0.520089,0.515625,0.515625,0.41231,5756800
6/25/1981,0.526786,0.529018,0.526786,0.526786,0.421234,6064800
6/26/1981,0.524554,0.524554,0.520089,0.520089,0.41588,5947200
6/29/1981,0.506696,0.506696,0.502232,0.502232,0.401601,2648800
6/30/1981,0.466518,0.466518,0.464286,0.464286,0.371257,8976800
7/1/1981,0.462054,0.462054,0.459821,0.459821,0.367688,42616000
7/2/1981,0.459821,0.462054,0.459821,0.459821,0.367688,7571200
7/6/1981,0.448661,0.448661,0.444196,0.444196,0.355193,4132800
7/7/1981,0.448661,0.453125,0.448661,0.448661,0.358763,3959200
7/8/1981,0.466518,0.46875,0.466518,0.466518,0.373042,4155200
7/9/1981,0.433036,0.433036,0.430804,0.430804,0.344484,8220800
7/10/1981,0.399554,0.399554,0.397321,0.397321,0.317711,13792800
7/13/1981,0.40625,0.408482,0.40625,0.40625,0.32485,11435200
7/14/1981,0.424107,0.428571,0.424107,0.424107,0.339129,4944800
7/15/1981,0.435268,0.4375,0.435268,0.435268,0.348054,2738400
7/16/1981,0.446429,0.450893,0.446429,0.446429,0.356978,3808000
7/17/1981,0.462054,0.464286,0.462054,0.462054,0.369472,4956000
7/20/1981,0.433036,0.433036,0.430804,0.430804,0.344484,5913600
7/21/1981,0.430804,0.430804,0.428571,0.428571,0.342699,7985600
7/22/1981,0.408482,0.408482,0.404018,0.404018,0.323065,5667200
7/23/1981,0.415179,0.417411,0.415179,0.415179,0.33199,8612800
7/24/1981,0.428571,0.430804,0.428571,0.428571,0.342699,7212800
7/27/1981,0.446429,0.448661,0.446429,0.446429,0.356978,4334400
7/28/1981,0.433036,0.433036,0.430804,0.430804,0.344484,5712000
7/29/1981,0.426339,0.426339,0.424107,0.424107,0.339129,3875200
7/30/1981,0.439732,0.444196,0.439732,0.439732,0.351624,2475200
7/31/1981,0.446429,0.448661,0.446429,0.446429,0.356978,2738400
8/3/1981,0.446429,0.446429,0.441964,0.441964,0.353408,3108000
8/4/1981,0.448661,0.450893,0.448661,0.448661,0.358763,7918400
8/5/1981,0.462054,0.464286,0.462054,0.462054,0.369472,4373600
8/6/1981,0.453125,0.453125,0.450893,0.450893,0.360548,2632000
8/7/1981,0.450893,0.453125,0.450893,0.450893,0.360548,2301600
8/11/1981,0.441964,0.441964,0.4375,0.4375,0.349839,17864000
8/12/1981,0.430804,0.430804,0.428571,0.428571,0.342699,6568800
8/13/1981,0.417411,0.417411,0.415179,0.415179,0.33199,6871200
8/14/1981,0.412946,0.412946,0.408482,0.408482,0.326635,6048000
8/17/1981,0.399554,0.399554,0.395089,0.395089,0.315926,4726400
8/18/1981,0.390625,0.390625,0.386161,0.386161,0.308786,4250400
8/19/1981,0.386161,0.386161,0.381696,0.381696,0.305216,5168800
8/20/1981,0.386161,0.388393,0.386161,0.386161,0.308786,4278400
8/21/1981,0.363839,0.363839,0.359375,0.359375,0.287367,10477600
8/24/1981,0.339286,0.339286,0.337054,0.337054,0.269519,5768000
8/25/1981,0.345982,0.348214,0.345982,0.345982,0.276658,10175200
8/26/1981,0.341518,0.341518,0.339286,0.339286,0.271303,8400000
8/27/1981,0.341518,0.34375,0.341518,0.341518,0.273088,6479200
8/28/1981,0.359375,0.361607,0.359375,0.359375,0.287367,9508800
8/31/1981,0.359375,0.361607,0.359375,0.359375,0.287367,10236800
9/1/1981,0.381696,0.383929,0.381696,0.381696,0.305216,9256800
9/2/1981,0.388393,0.390625,0.388393,0.388393,0.310571,4844000
9/3/1981,0.372768,0.372768,0.368304,0.368304,0.294507,9368800
9/4/1981,0.366071,0.366071,0.363839,0.363839,0.290937,3813600
9/8/1981,0.354911,0.354911,0.352679,0.352679,0.282013,6361600
9/9/1981,0.352679,0.354911,0.352679,0.352679,0.282013,7632800
9/10/1981,0.354911,0.357143,0.354911,0.354911,0.283798,8702400
9/11/1981,0.352679,0.352679,0.350446,0.350446,0.280228,4384800
9/14/1981,0.341518,0.341518,0.339286,0.339286,0.271303,6921600
9/15/1981,0.332589,0.332589,0.330357,0.330357,0.264164,4877600
9/16/1981,0.325893,0.325893,0.323661,0.323661,0.258809,4838400
9/17/1981,0.316964,0.316964,0.314732,0.314732,0.25167,4844000
9/18/1981,0.316964,0.319196,0.316964,0.316964,0.253455,6580000
9/21/1981,0.319196,0.321429,0.319196,0.319196,0.255239,12258400
9/22/1981,0.303571,0.303571,0.301339,0.301339,0.24096,11855200
9/23/1981,0.299107,0.299107,0.294643,0.294643,0.235606,7050400
9/24/1981,0.294643,0.294643,0.292411,0.292411,0.233821,4575200
9/25/1981,0.258929,0.258929,0.254464,0.254464,0.203478,8652000
9/28/1981,0.256696,0.258929,0.256696,0.256696,0.205263,22932000
9/29/1981,0.270089,0.272321,0.270089,0.270089,0.215972,23671200
9/30/1981,0.272321,0.274554,0.272321,0.272321,0.217757,12499200
10/1/1981,0.272321,0.274554,0.272321,0.272321,0.217757,15282400
10/2/1981,0.294643,0.296875,0.294643,0.294643,0.235606,11261600
10/5/1981,0.303571,0.308036,0.303571,0.303571,0.242745,10774400
10/6/1981,0.303571,0.303571,0.301339,0.301339,0.24096,7089600
10/7/1981,0.319196,0.323661,0.319196,0.319196,0.255239,9710400
10/8/1981,0.330357,0.332589,0.330357,0.330357,0.264164,7772800
10/9/1981,0.332589,0.337054,0.332589,0.332589,0.265949,13630400
10/12/1981,0.34375,0.345982,0.34375,0.34375,0.274873,6837600
10/13/1981,0.34375,0.348214,0.34375,0.34375,0.274873,11048800
10/14/1981,0.325893,0.325893,0.323661,0.323661,0.258809,7744800
10/15/1981,0.330357,0.332589,0.330357,0.330357,0.264164,7358400
10/16/1981,0.328125,0.328125,0.325893,0.325893,0.260594,9116800
10/19/1981,0.332589,0.334821,0.332589,0.332589,0.265949,5146400
10/20/1981,0.350446,0.352679,0.350446,0.350446,0.280228,8932000
10/21/1981,0.350446,0.352679,0.350446,0.350446,0.280228,19224800
10/22/1981,0.350446,0.350446,0.348214,0.348214,0.278443,8069600
10/23/1981,0.341518,0.341518,0.339286,0.339286,0.271303,6977600
10/26/1981,0.339286,0.341518,0.339286,0.339286,0.271303,6820800
10/27/1981,0.345982,0.350446,0.345982,0.345982,0.276658,21397600
10/28/1981,0.357143,0.359375,0.357143,0.357143,0.285583,11043200
10/29/1981,0.354911,0.354911,0.352679,0.352679,0.282013,7621600
10/30/1981,0.357143,0.359375,0.357143,0.357143,0.285583,13182400
11/2/1981,0.357143,0.359375,0.357143,0.357143,0.285583,9228800
11/3/1981,0.354911,0.354911,0.352679,0.352679,0.282013,7095200
11/4/1981,0.345982,0.345982,0.34375,0.34375,0.274873,5952800
11/5/1981,0.321429,0.321429,0.319196,0.319196,0.255239,5840800
11/6/1981,0.321429,0.323661,0.321429,0.321429,0.257024,6148800
11/9/1981,0.325893,0.328125,0.325893,0.325893,0.260594,5096000
11/10/1981,0.328125,0.330357,0.328125,0.328125,0.262379,4188800
11/11/1981,0.337054,0.339286,0.337054,0.337054,0.269519,6860000
11/12/1981,0.348214,0.350446,0.348214,0.348214,0.278443,9979200
11/13/1981,0.325893,0.325893,0.323661,0.323661,0.258809,5252800
11/16/1981,0.321429,0.321429,0.319196,0.319196,0.255239,5639200
11/17/1981,0.325893,0.328125,0.325893,0.325893,0.260594,8853600
11/18/1981,0.337054,0.339286,0.337054,0.337054,0.269519,7285600
11/19/1981,0.337054,0.339286,0.337054,0.337054,0.269519,10001600
11/20/1981,0.339286,0.341518,0.339286,0.339286,0.271303,9525600
11/23/1981,0.328125,0.328125,0.323661,0.323661,0.258809,5740000
11/24/1981,0.323661,0.323661,0.321429,0.321429,0.257024,5538400
11/25/1981,0.328125,0.330357,0.328125,0.328125,0.262379,13137600
11/27/1981,0.337054,0.339286,0.337054,0.337054,0.269519,9312800
11/30/1981,0.334821,0.334821,0.332589,0.332589,0.265949,5992000
12/1/1981,0.332589,0.334821,0.332589,0.332589,0.265949,5846400
12/2/1981,0.334821,0.337054,0.334821,0.334821,0.267734,9391200
12/3/1981,0.332589,0.332589,0.330357,0.330357,0.264164,5107200
12/4/1981,0.339286,0.341518,0.339286,0.339286,0.271303,34288800
12/7/1981,0.341518,0.34375,0.341518,0.341518,0.273088,14823200
12/8/1981,0.339286,0.339286,0.334821,0.334821,0.267734,12656000
12/9/1981,0.337054,0.339286,0.337054,0.337054,0.269519,8568000
12/10/1981,0.337054,0.339286,0.337054,0.337054,0.269519,9352000
12/11/1981,0.337054,0.339286,0.334821,0.334821,0.267734,19023200
12/14/1981,0.328125,0.328125,0.323661,0.323661,0.258809,6311200
12/15/1981,0.332589,0.334821,0.332589,0.332589,0.265949,7828800
12/16/1981,0.348214,0.350446,0.348214,0.348214,0.278443,16363200
12/17/1981,0.377232,0.379464,0.377232,0.377232,0.301647,12863200
12/18/1981,0.408482,0.410714,0.408482,0.408482,0.326635,17931200
12/21/1981,0.392857,0.392857,0.390625,0.390625,0.312356,14100800
12/22/1981,0.397321,0.399554,0.397321,0.397321,0.317711,13456800
12/23/1981,0.390625,0.390625,0.388393,0.388393,0.310571,7224000
12/24/1981,0.390625,0.392857,0.390625,0.390625,0.312356,7229600
12/28/1981,0.377232,0.377232,0.372768,0.372768,0.298077,9144800
12/29/1981,0.379464,0.383929,0.379464,0.379464,0.303431,6059200
12/30/1981,0.395089,0.397321,0.395089,0.395089,0.315926,8047200
12/31/1981,0.395089,0.397321,0.395089,0.395089,0.315926,13664000
1/4/1982,0.395089,0.395089,0.392857,0.392857,0.314141,17813600
1/5/1982,0.377232,0.377232,0.372768,0.372768,0.298077,8960000
1/6/1982,0.370536,0.370536,0.368304,0.368304,0.294507,16520000
1/7/1982,0.34375,0.34375,0.339286,0.339286,0.271303,17511200
1/8/1982,0.354911,0.357143,0.354911,0.354911,0.283798,14151200
1/11/1982,0.334821,0.334821,0.332589,0.332589,0.265949,8332800
1/12/1982,0.323661,0.323661,0.321429,0.321429,0.257024,14980000
1/13/1982,0.321429,0.321429,0.319196,0.319196,0.255239,10438400
1/14/1982,0.334821,0.337054,0.334821,0.334821,0.267734,6428800
1/15/1982,0.357143,0.361607,0.357143,0.357143,0.285583,11676000
1/18/1982,0.363839,0.368304,0.363839,0.363839,0.290937,7000000
1/19/1982,0.359375,0.359375,0.354911,0.354911,0.283798,13876800
1/20/1982,0.361607,0.363839,0.361607,0.361607,0.289152,6456800
1/21/1982,0.368304,0.370536,0.368304,0.368304,0.294507,8332800
1/22/1982,0.370536,0.372768,0.370536,0.370536,0.296292,6064800
1/25/1982,0.361607,0.361607,0.359375,0.359375,0.287367,11177600
1/26/1982,0.350446,0.350446,0.345982,0.345982,0.276658,5303200
1/27/1982,0.348214,0.352679,0.348214,0.348214,0.278443,7840000
1/28/1982,0.359375,0.361607,0.359375,0.359375,0.287367,9900800
1/29/1982,0.363839,0.366071,0.363839,0.363839,0.290937,13288800
2/1/1982,0.363839,0.363839,0.359375,0.359375,0.287367,9632000
2/2/1982,0.361607,0.366071,0.361607,0.361607,0.289152,13568800
2/3/1982,0.361607,0.363839,0.361607,0.361607,0.289152,7868000
2/4/1982,0.354911,0.354911,0.352679,0.352679,0.282013,5510400
2/5/1982,0.352679,0.354911,0.352679,0.352679,0.282013,10074400
2/8/1982,0.332589,0.332589,0.330357,0.330357,0.264164,7924000
2/9/1982,0.330357,0.332589,0.330357,0.330357,0.264164,14476000
2/10/1982,0.334821,0.337054,0.334821,0.334821,0.267734,9699200
2/11/1982,0.332589,0.332589,0.330357,0.330357,0.264164,6132000
2/12/1982,0.334821,0.337054,0.334821,0.334821,0.267734,4911200
2/16/1982,0.330357,0.330357,0.328125,0.328125,0.262379,8579200
2/17/1982,0.332589,0.334821,0.332589,0.332589,0.265949,6395200
2/18/1982,0.337054,0.339286,0.337054,0.337054,0.269519,7095200
2/19/1982,0.337054,0.337054,0.334821,0.334821,0.267734,3399200
2/22/1982,0.332589,0.332589,0.330357,0.330357,0.264164,6658400
2/23/1982,0.328125,0.328125,0.325893,0.325893,0.260594,8635200
2/24/1982,0.328125,0.330357,0.328125,0.328125,0.262379,9486400
2/25/1982,0.328125,0.328125,0.325893,0.325893,0.260594,7700000
2/26/1982,0.325893,0.328125,0.325893,0.325893,0.260594,4356800
3/1/1982,0.328125,0.330357,0.328125,0.328125,0.262379,8825600
3/2/1982,0.328125,0.330357,0.328125,0.328125,0.262379,8702400
3/3/1982,0.328125,0.330357,0.328125,0.328125,0.262379,5913600
3/4/1982,0.323661,0.323661,0.321429,0.321429,0.257024,9592800
3/5/1982,0.299107,0.299107,0.296875,0.296875,0.23739,11328800
3/8/1982,0.294643,0.294643,0.292411,0.292411,0.233821,8786400
3/9/1982,0.294643,0.296875,0.294643,0.294643,0.235606,13126400
3/10/1982,0.292411,0.292411,0.290179,0.290179,0.232036,21733600
3/11/1982,0.290179,0.294643,0.290179,0.290179,0.232036,5644800
3/12/1982,0.274554,0.274554,0.272321,0.272321,0.217757,11636800
3/15/1982,0.272321,0.272321,0.270089,0.270089,0.215972,12840800
3/16/1982,0.267857,0.267857,0.265625,0.265625,0.212402,11788000
3/17/1982,0.254464,0.254464,0.252232,0.252232,0.201693,12622400
3/18/1982,0.272321,0.274554,0.272321,0.272321,0.217757,14084000
3/19/1982,0.296875,0.299107,0.296875,0.296875,0.23739,16452800
3/22/1982,0.319196,0.321429,0.319196,0.319196,0.255239,17298400
3/23/1982,0.316964,0.316964,0.314732,0.314732,0.25167,13988800
3/24/1982,0.299107,0.299107,0.296875,0.296875,0.23739,12902400
3/25/1982,0.296875,0.296875,0.294643,0.294643,0.235606,21028000
3/26/1982,0.292411,0.292411,0.290179,0.290179,0.232036,12695200
3/29/1982,0.296875,0.299107,0.296875,0.296875,0.23739,16900800
3/30/1982,0.301339,0.303571,0.301339,0.301339,0.24096,19488000
3/31/1982,0.301339,0.303571,0.301339,0.301339,0.24096,12538400
4/1/1982,0.316964,0.319196,0.316964,0.316964,0.253455,14784000
4/2/1982,0.316964,0.319196,0.316964,0.316964,0.253455,21201600
4/5/1982,0.316964,0.319196,0.316964,0.316964,0.253455,21660800
4/6/1982,0.316964,0.316964,0.314732,0.314732,0.25167,17897600
4/7/1982,0.3125,0.3125,0.310268,0.310268,0.2481,7274400
4/8/1982,0.3125,0.314732,0.3125,0.3125,0.249885,5997600
4/12/1982,0.3125,0.314732,0.310268,0.310268,0.2481,11076800
4/13/1982,0.287946,0.287946,0.285714,0.285714,0.228466,21324800
4/14/1982,0.287946,0.290179,0.287946,0.287946,0.230251,28397600
4/15/1982,0.292411,0.294643,0.292411,0.292411,0.233821,41070400
4/16/1982,0.301339,0.303571,0.301339,0.301339,0.24096,26012000
4/19/1982,0.299107,0.299107,0.294643,0.294643,0.235606,10320800
4/20/1982,0.283482,0.283482,0.28125,0.28125,0.224896,20137600
4/21/1982,0.28125,0.28125,0.279018,0.279018,0.223111,18256000
4/22/1982,0.276786,0.276786,0.274554,0.274554,0.219542,13148800
4/23/1982,0.274554,0.276786,0.274554,0.274554,0.219542,12073600
4/26/1982,0.28125,0.283482,0.28125,0.28125,0.224896,14481600
4/27/1982,0.274554,0.274554,0.272321,0.272321,0.217757,17567200
4/28/1982,0.263393,0.263393,0.261161,0.261161,0.208832,24808000
4/29/1982,0.261161,0.263393,0.261161,0.261161,0.208832,20557600
4/30/1982,0.263393,0.265625,0.263393,0.263393,0.210617,69350400
5/3/1982,0.272321,0.274554,0.272321,0.272321,0.217757,20675200
5/4/1982,0.28125,0.283482,0.28125,0.28125,0.224896,18496800
5/5/1982,0.28125,0.28125,0.276786,0.276786,0.221326,13484800
5/6/1982,0.285714,0.287946,0.285714,0.285714,0.228466,18866400
5/7/1982,0.290179,0.292411,0.290179,0.290179,0.232036,21179200
5/10/1982,0.287946,0.287946,0.285714,0.285714,0.228466,7901600
5/11/1982,0.279018,0.279018,0.276786,0.276786,0.221326,25754400
5/12/1982,0.272321,0.272321,0.270089,0.270089,0.215972,17752000
5/13/1982,0.272321,0.274554,0.272321,0.272321,0.217757,13613600
5/14/1982,0.265625,0.265625,0.261161,0.261161,0.208832,23934400
5/17/1982,0.258929,0.258929,0.256696,0.256696,0.205263,19051200
5/18/1982,0.254464,0.254464,0.252232,0.252232,0.201693,30508800
5/19/1982,0.252232,0.252232,0.25,0.25,0.199908,18821600
5/20/1982,0.252232,0.254464,0.252232,0.252232,0.201693,6904800
5/21/1982,0.254464,0.256696,0.254464,0.254464,0.203478,9710400
5/24/1982,0.256696,0.258929,0.256696,0.256696,0.205263,7996800
5/25/1982,0.256696,0.258929,0.256696,0.256696,0.205263,12891200
5/26/1982,0.256696,0.256696,0.254464,0.254464,0.203478,10819200
5/27/1982,0.252232,0.252232,0.25,0.25,0.199908,7812000
5/28/1982,0.25,0.252232,0.25,0.25,0.199908,4799200
6/1/1982,0.247768,0.247768,0.245536,0.245536,0.196338,11900000
6/2/1982,0.25,0.252232,0.25,0.25,0.199908,8226400
6/3/1982,0.245536,0.245536,0.241071,0.241071,0.192768,9940000
6/4/1982,0.236607,0.236607,0.234375,0.234375,0.187414,9419200
6/7/1982,0.234375,0.236607,0.234375,0.234375,0.187414,9290400
6/8/1982,0.234375,0.234375,0.232143,0.232143,0.185629,7851200
6/9/1982,0.229911,0.229911,0.227679,0.227679,0.182059,8461600
6/10/1982,0.229911,0.232143,0.229911,0.229911,0.183844,8601600
6/11/1982,0.238839,0.241071,0.238839,0.238839,0.190983,13658400
6/14/1982,0.238839,0.241071,0.238839,0.238839,0.190983,7498400
6/15/1982,0.238839,0.241071,0.238839,0.238839,0.190983,8803200
6/16/1982,0.238839,0.241071,0.238839,0.238839,0.190983,10432800
6/17/1982,0.236607,0.236607,0.234375,0.234375,0.187414,7291200
6/18/1982,0.234375,0.234375,0.229911,0.229911,0.183844,4967200
6/21/1982,0.229911,0.232143,0.229911,0.229911,0.183844,7134400
6/22/1982,0.238839,0.243304,0.238839,0.238839,0.190983,4390400
6/23/1982,0.245536,0.25,0.245536,0.245536,0.196338,13188000
6/24/1982,0.245536,0.247768,0.245536,0.245536,0.196338,11037600
6/25/1982,0.238839,0.238839,0.236607,0.236607,0.189198,6669600
6/28/1982,0.236607,0.236607,0.234375,0.234375,0.187414,6288800
